module	path_id	path_name	name	class	description	compounds
92	M00098_C00116	hsa00561	Glycerolipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	UDP-glucose, Acyl-CoA, sn-Glycerol 3-phosphate, D-Glucose 1-phosphate, Glycerone phosphate, Glycerol, Fatty acid, Acyl-[acyl-carrier protein], Glycerone, 3-Phospho-D-glycerate, D-Glycerate, Phosphatidate, Triacylglycerol, D-Glyceraldehyde, 2-Phospho-D-glycerate, 1,2-Diacyl-sn-glycerol, 1-Acyl-sn-glycerol 3-phosphate, 3-Hydroxypropanal, 1-Acylglycerol, Acyl phosphate, Propane-1,3-diol, 1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol, 3-D-Glucosyl-1,2-diacylglycerol, 2-Acyl-3-O-(beta-D-galactosyl)-sn-glycerol, 1,2-Diacyl-3-[3-(alpha-D-N-acetylneuraminyl)-beta-D-galactosyl]-sn-glycerol, 3-beta-D-Galactosyl-sn-glycerol, Digalactosyl-diacylglycerol, Acyl1-monogalactosyl-diacylglycerol, Diglucosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-alpha-D-glucosyl-sn-glycerol, alpha-Kojibiosyldiacylglycerol, UDP-6-sulfoquinovose, Sulfoquinovosyldiacylglycerol, Glycerophosphoglycoglycerolipid, Lipoteichoic acid, 1,2-Diacyl-3-O-[beta-D-galactosyl-(1->6)-beta-D-galactosyl]-sn-glycerol
93	M00099_C00319	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
94	M00100_C00346	hsa00600	Sphingolipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	L-Serine, Palmitoyl-CoA, N-Acylsphingosine, Sphingosine, Ethanolamine phosphate, Sphingomyelin, Sphinganine, Sphinganine 1-phosphate, Glucosylceramide, Lactosylceramide, Psychosine, Galactosylceramide, 3-Dehydrosphinganine, Ceramide 1-phosphate, D-Glucosylsphingosine, Globoside, Lactosylceramide sulfate, Sphingosyl-phosphocholine, GM3, alpha-D-Galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide, N-Acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, D-Galactosyl-N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosylceramide, Ceramide 2-aminoethylphosphonate, Ceramide phosphoethanolamine, Sphingosine 1-phosphate, Sulfatide, Digalactosylceramide, Digalactosylceramide sulfate, GM4, GA2, GA1, Dihydroceramide, Phytosphingosine, Phytoceramide, Gangliotriaosylceramide-II3 sulfate
95	M00101_C00187	hsa00100	Steroid biosynthesis	Steroid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Cholesterol, trans,trans-Farnesyl diphosphate, Squalene, (S)-2,3-Epoxysqualene, 7-Dehydrocholesterol, Lathosterol, Calcidiol, Calcitriol, Ergosterol, Lanosterol, beta-Sitosterol, Campesterol, Desmosterol, Cycloartenol, Obtusifoliol, Cycloeucalenol, Cholesterol ester, Presqualene diphosphate, 5alpha-Cholest-8-en-3beta-ol, Fecosterol, 4alpha-Methylzymosterol, 7-Dehydrodesmosterol, 14-Demethyllanosterol, 24,25-Dihydrolanosterol, Zymosterol, 5alpha-Cholesta-7,24-dien-3beta-ol, Ergosta-5,7,22,24(28)-tetraen-3beta-ol, Vitamin D2, Stigmasterol, Vitamin D3, Secalciferol, Brassicasterol, Isofucosterol, 24-Methylidenecycloartanol, 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol, 4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol, 24-Methylenelophenol, 24-Ethylidenelophenol, 4alpha-Methylfecosterol, Episterol, 5-Dehydroepisterol, 24-Methylenecholesterol, Delta7-Avenasterol, 5-Dehydroavenasterol, 4alpha-Methylzymosterol-4-carboxylate, 3-Keto-4-methylzymosterol, 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol, Calcitetrol, 24-epi-Campesterol, 4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol, 3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate, 3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate, 4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol, Cycloeucalenone, Episterone, Avenastenone, Zymosterone
96	M00103_C01673	hsa00100	Steroid biosynthesis	Steroid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	NA	Cholesterol, trans,trans-Farnesyl diphosphate, Squalene, (S)-2,3-Epoxysqualene, 7-Dehydrocholesterol, Lathosterol, Calcidiol, Calcitriol, Ergosterol, Lanosterol, beta-Sitosterol, Campesterol, Desmosterol, Cycloartenol, Obtusifoliol, Cycloeucalenol, Cholesterol ester, Presqualene diphosphate, 5alpha-Cholest-8-en-3beta-ol, Fecosterol, 4alpha-Methylzymosterol, 7-Dehydrodesmosterol, 14-Demethyllanosterol, 24,25-Dihydrolanosterol, Zymosterol, 5alpha-Cholesta-7,24-dien-3beta-ol, Ergosta-5,7,22,24(28)-tetraen-3beta-ol, Vitamin D2, Stigmasterol, Vitamin D3, Secalciferol, Brassicasterol, Isofucosterol, 24-Methylidenecycloartanol, 4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol, 4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol, 24-Methylenelophenol, 24-Ethylidenelophenol, 4alpha-Methylfecosterol, Episterol, 5-Dehydroepisterol, 24-Methylenecholesterol, Delta7-Avenasterol, 5-Dehydroavenasterol, 4alpha-Methylzymosterol-4-carboxylate, 3-Keto-4-methylzymosterol, 4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol, Calcitetrol, 24-epi-Campesterol, 4alpha-Carboxy-5alpha-cholesta-8,24-dien-3beta-ol, 3beta-Hydroxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-4alpha-carboxylate, 3beta-Hydroxyergosta-7,24(24(1))-dien-4alpha-carboxylate, 4alpha-Carboxy-stigmasta-7,24(24(1))-dien-3beta-ol, Cycloeucalenone, Episterone, Avenastenone, Zymosterone
97	M00104_C00695	hsa00120	Primary bile acid biosynthesis	Primary bile acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	Glycine, Cholesterol, Taurine, Cholic acid, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al, Choloyl-CoA, Glycocholate, Chenodeoxycholate, 7alpha-Hydroxycholesterol, 3alpha,7alpha-Dihydroxy-5beta-cholestanate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate, Taurocholate, Chenodeoxycholoyl-CoA, 3alpha,7alpha,26-Trihydroxy-5beta-cholestane, 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al, 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane, (24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA, (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA, 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA, 7alpha-Hydroxy-5beta-cholestan-3-one, 3alpha,7alpha-Dihydroxy-5beta-cholestane, 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane, 7alpha-Hydroxycholest-4-en-3-one, (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA, Taurochenodeoxycholate, Glycochenodeoxycholate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA, 5beta-Cyprinolsulfate, 7alpha,27-Dihydroxycholesterol, Cerebrosterol, (24S)-Cholest-5-ene-3beta,7alpha,24-triol, 25-Hydroxycholesterol, Cholest-5-ene-3beta,7alpha,25-triol, Cholest-5-ene-3beta,26-diol, (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA, 7alpha,24-Dihydroxy-4-cholesten-3-one, 7alpha,25-Dihydroxy-4-cholesten-3-one, 3beta-Hydroxy-5-cholestenoate, 3beta,7alpha-Dihydroxy-5-cholestenoate, 7alpha,26-Dihydroxy-4-cholesten-3-one, 7alpha-Hydroxy-3-oxo-4-cholestenoate, 4-Cholesten-7alpha,12alpha-diol-3-one, (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA, (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
98	M00104_C02528	hsa00120	Primary bile acid biosynthesis	Primary bile acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	Glycine, Cholesterol, Taurine, Cholic acid, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al, Choloyl-CoA, Glycocholate, Chenodeoxycholate, 7alpha-Hydroxycholesterol, 3alpha,7alpha-Dihydroxy-5beta-cholestanate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate, Taurocholate, Chenodeoxycholoyl-CoA, 3alpha,7alpha,26-Trihydroxy-5beta-cholestane, 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al, 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane, (24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA, (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA, 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA, 7alpha-Hydroxy-5beta-cholestan-3-one, 3alpha,7alpha-Dihydroxy-5beta-cholestane, 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane, 7alpha-Hydroxycholest-4-en-3-one, (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA, Taurochenodeoxycholate, Glycochenodeoxycholate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA, 5beta-Cyprinolsulfate, 7alpha,27-Dihydroxycholesterol, Cerebrosterol, (24S)-Cholest-5-ene-3beta,7alpha,24-triol, 25-Hydroxycholesterol, Cholest-5-ene-3beta,7alpha,25-triol, Cholest-5-ene-3beta,26-diol, (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA, 7alpha,24-Dihydroxy-4-cholesten-3-one, 7alpha,25-Dihydroxy-4-cholesten-3-one, 3beta-Hydroxy-5-cholestenoate, 3beta,7alpha-Dihydroxy-5-cholestenoate, 7alpha,26-Dihydroxy-4-cholesten-3-one, 7alpha-Hydroxy-3-oxo-4-cholestenoate, 4-Cholesten-7alpha,12alpha-diol-3-one, (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA, (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
99	M00106_C05122	hsa00120	Primary bile acid biosynthesis	Primary bile acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	Glycine, Cholesterol, Taurine, Cholic acid, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al, Choloyl-CoA, Glycocholate, Chenodeoxycholate, 7alpha-Hydroxycholesterol, 3alpha,7alpha-Dihydroxy-5beta-cholestanate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate, Taurocholate, Chenodeoxycholoyl-CoA, 3alpha,7alpha,26-Trihydroxy-5beta-cholestane, 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al, 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane, (24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA, (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA, 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA, 7alpha-Hydroxy-5beta-cholestan-3-one, 3alpha,7alpha-Dihydroxy-5beta-cholestane, 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane, 7alpha-Hydroxycholest-4-en-3-one, (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA, Taurochenodeoxycholate, Glycochenodeoxycholate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA, 5beta-Cyprinolsulfate, 7alpha,27-Dihydroxycholesterol, Cerebrosterol, (24S)-Cholest-5-ene-3beta,7alpha,24-triol, 25-Hydroxycholesterol, Cholest-5-ene-3beta,7alpha,25-triol, Cholest-5-ene-3beta,26-diol, (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA, 7alpha,24-Dihydroxy-4-cholesten-3-one, 7alpha,25-Dihydroxy-4-cholesten-3-one, 3beta-Hydroxy-5-cholestenoate, 3beta,7alpha-Dihydroxy-5-cholestenoate, 7alpha,26-Dihydroxy-4-cholesten-3-one, 7alpha-Hydroxy-3-oxo-4-cholestenoate, 4-Cholesten-7alpha,12alpha-diol-3-one, (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA, (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
100	M00106_C01921	hsa00120	Primary bile acid biosynthesis	Primary bile acid biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Bile acids are steroid carboxylic acids derived from cholesterol in vertebrates. The primary bile acids, cholic acid and chenodeoxycholic acid, are synthesized in the liver and conjugated with taurine or glycine before secretion via bile into the intestine. The conversion from cholesterol to cholic and chenodeoxycholic acids involves four steps: 1) the initiation of synthesis by 7alpha-hydroxylation of sterol precursors, 2) further modifications to the ring structures, 3) side-chain oxidation and shortening (cleavage) by three carbons, and 4) conjugation of the bile acid with taurine or glycine.	Glycine, Cholesterol, Taurine, Cholic acid, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al, Choloyl-CoA, Glycocholate, Chenodeoxycholate, 7alpha-Hydroxycholesterol, 3alpha,7alpha-Dihydroxy-5beta-cholestanate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate, Taurocholate, Chenodeoxycholoyl-CoA, 3alpha,7alpha,26-Trihydroxy-5beta-cholestane, 3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al, 3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane, (24E)-3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA, (24R,25R)-3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA, 3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA, 7alpha-Hydroxy-5beta-cholestan-3-one, 3alpha,7alpha-Dihydroxy-5beta-cholestane, 7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one, 3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane, 7alpha-Hydroxycholest-4-en-3-one, (24E)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA, Taurochenodeoxycholate, Glycochenodeoxycholate, 3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA, 5beta-Cyprinolsulfate, 7alpha,27-Dihydroxycholesterol, Cerebrosterol, (24S)-Cholest-5-ene-3beta,7alpha,24-triol, 25-Hydroxycholesterol, Cholest-5-ene-3beta,7alpha,25-triol, Cholest-5-ene-3beta,26-diol, (25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (24R,25R)-3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA, 7alpha,24-Dihydroxy-4-cholesten-3-one, 7alpha,25-Dihydroxy-4-cholesten-3-one, 3beta-Hydroxy-5-cholestenoate, 3beta,7alpha-Dihydroxy-5-cholestenoate, 7alpha,26-Dihydroxy-4-cholesten-3-one, 7alpha-Hydroxy-3-oxo-4-cholestenoate, 4-Cholesten-7alpha,12alpha-diol-3-one, (25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA, (25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA, (25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
101	M00107_C00410	hsa00140	Steroid hormone biosynthesis	Steroid hormone biosynthesis - Homo sapiens (human)	Metabolism; Lipid metabolism	Steroid hormones derived from cholesterol are a class of biologically active compounds in vertebrates. The cholesterol side-chain cleavage enzyme CYP11A1 catalyzes conversion of cholesterol, a C27 compound, to the first C21 steroid, pregnenolone, which is converted by a bifunctional enzyme complex to the gestagen hormone, progesterone [MD:M00107]. Pregnenolone and progesterone are the starting materials for the three groups of steroids: C21 steroids of glucocorticoids and mineralocorticoids, C19 steroids of androgens, and C18 steroids of estrogens. (i) Progesterone is converted by hydroxylations at carbons 21 and 11 to corticosterone, which is further modified by hydroxylation and oxydoreduction at carbon 18 to yield aldosterone, a mineralcorticoid [MD:M00108]. Cortisol, the main glucocorticoid, is formed from 17alpha-hydroxyprogesterone with 11-deoxycortisol as an intermediate [MD:M00109]. (ii) Male hormone testosterone is formed from pregnenolone by two pathways, delta5 pathway via dehydroepiandrosterone and delta4 pathway via androstenedione [MD:M00110]. The enzyme CYP17A1 is responsible for the 17,20 lyase and 17alpha-hydroxylase activities in respective pathways. (iii) Female hormones estrone and estradiol are formed from testosterone and 4-androstene-3,17-dione by oxidative removal of the C19 methyl group and subsequent aromatization of ring A. In addition to these three groups, recent studies show that there is another group, termed neurosteroids, synthesized in the brain rather than the peripheral endocrine gland.	Cholesterol, Androstenedione, Progesterone, Estrone, Androsterone, Testosterone, 5alpha-Androstane-3,17-dione, Cortisol, Cortisone, Estradiol-17beta, 18-Hydroxycorticosterone, 17alpha-Hydroxyprogesterone, Dehydroepiandrosterone, Aldosterone, Pregnenolone, Corticosterone, 4-Methylpentanal, Estradiol-17alpha, Estrone 3-sulfate, 11-Deoxycorticosterone, 5alpha-Pregnane-3,20-dione, 11alpha-Hydroxyprogesterone, 5beta-Androstane-3,17-dione, Androstan-3alpha,17beta-diol, Dihydrotestosterone, 6beta-Hydroxy-17beta-estradiol, 20alpha-Hydroxy-4-pregnen-3-one, Androstenediol, Etiocholanolone, 17alpha,20alpha-Dihydroxypregn-4-en-3-one, Dehydroepiandrosterone sulfate, Testololactone, 17alpha-Hydroxypregnenolone, 16alpha-Hydroxydehydroepiandrosterone, 16alpha-Hydroxyandrost-4-ene-3,17-dione, Estriol, 11beta-Hydroxyandrost-4-ene-3,17-dione, Adrenosterone, 19-Hydroxyandrost-4-ene-3,17-dione, 7alpha-Hydroxytestosterone, 5beta-Dihydrotestosterone, 19-Hydroxytestosterone, 19-Oxotestosterone, 7alpha-Hydroxyandrost-4-ene-3,17-dione, 19-Oxoandrost-4-ene-3,17-dione, 2-Hydroxyestrone, 2-Methoxyestrone, 16alpha-Hydroxyestrone, 2-Hydroxyestradiol, 2-Methoxy-17beta-estradiol, 17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione, Tetrahydrocortisone, Dihydrocortisol, Urocortisol, 11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al, 3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al, 11beta,21-Dihydroxy-5beta-pregnane-3,20-dione, Tetrahydrocorticosterone, 21-Hydroxy-5beta-pregnane-3,11,20-trione, 3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione, 5beta-Pregnane-3,20-dione, Pregnanolone, Cortolone, Cortol, 3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one, Pregnanediol, 21-Hydroxypregnenolone, 17alpha,21-Dihydroxypregnenolone, 11-Deoxycortisol, 11beta,17alpha,21-Trihydroxypregnenolone, 11-Dehydrocorticosterone, 21-Deoxycortisol, 11beta-Hydroxyprogesterone, 17alpha,20alpha-Dihydroxycholesterol, 20alpha-Hydroxycholesterol, 20alpha,22beta-Dihydroxycholesterol, 22(R)-Hydroxycholesterol, Estradiol-17beta 3-glucuronide, 16-Glucuronide-estriol, Estradiol-17beta 3-sulfate, 2-Methoxyestrone 3-sulfate, 2-Methoxyestradiol-17beta 3-sulfate, 2-Methoxy-estradiol-17beta 3-glucuronide, 2-Methoxyestrone 3-glucuronide, Estrone glucuronide, Testosterone glucuronide, Androsterone glucuronide, Etiocholan-3alpha-ol-17-one 3-glucuronide, Allopregnanolone, Allotetrahydrodeoxycorticosterone, 7alpha-Hydroxypregnenolone, Aldosterone hemiacetal, 5alpha-Dihydrodeoxycorticosterone, 5alpha-Pregnan-20alpha-ol-3-one, 5alpha-Pregnane-3alpha,20alpha-diol, Cholesterol sulfate, 3beta-Hydroxypregn-5-en-20-one sulfate, 7alpha-Hydroxydehydroepiandrosterone, 11beta,17beta-Dihydroxy-4-androsten-3-one, 5alpha-Pregnan-17alpha-ol-3,20-dione, 5alpha-Pregnane-3alpha,17alpha-diol-20-one
