Gene	DK18007.28.09.sorted.bam	DK18007.28.10.sorted.bam	DK18007.28.11.sorted.bam	DK18007.28.12.sorted.bam	DK18007.28.13.sorted.bam	DK18007.28.14.sorted.bam
YY1P1	7	10	8	8	7	5
PRF1	0	0	0	4	2	2
ADAMTS14	6	31	3	10	19	27
TBATA	0	0	0	0	0	0
RP11-399N22.3	1	0	0	0	0	0
SGPL1	3506	3442	2217	3012	2590	2189
RP11-432J9.5	3	0	1	4	0	1
PCBD1	368	459	196	342	270	179
RP11-432J9.3	0	0	0	0	0	0
RP11-432J9.6	0	1	0	0	0	0
UNC5B	415	1044	529	905	148	387
AL359832.1	0	0	0	0	0	0
UNC5B-AS1	0	0	5	0	0	1
SLC29A3	326	300	447	328	197	365
CDH23	98	125	461	160	362	549
CDH23-AS1	0	0	0	0	0	0
C10orf105	3	2	0	1	3	0
C10orf54	5	12	6	2	2	8
PSAP	17848	19403	13501	17899	14777	12711
RNU7-38P	0	0	0	0	0	0
RP11-472G21.2	1	0	0	0	1	0
CHST3	1560	1688	1222	2208	1420	1396
RP11-150D20.5	1	0	0	0	1	0
SPOCK2	600	981	152	359	343	338
ASCC1	581	697	372	440	382	380
RP11-570G20.1	1	0	1	0	2	0
ANAPC16	494	588	385	477	479	397
DDIT4	653	1197	948	1257	468	736
RP11-442H21.2	0	0	0	0	0	0
DNAJB12	1189	1107	855	981	1059	704
MICU1	538	595	368	363	494	308
RNU6-805P	0	1	0	0	0	0
RP11-167P22.3	0	0	0	0	0	0
RP11-167P22.4	0	0	0	0	0	0
AL513185.1	0	0	0	0	0	0
HMGN2P34	0	0	0	0	0	0
RP11-167P22.5	0	0	0	0	0	0
MCU	396	537	355	365	368	358
MIR4676	0	0	0	0	0	0
RP11-354E23.5	1	1	1	1	0	0
OIT3	0	3	0	0	0	1
NPM1P24	1136	1361	718	801	902	744
PLA2G12B	1	2	0	1	0	0
RPL17P50	135	157	165	124	151	120
P4HA1	1869	1832	823	2074	1300	1701
RP11-344N10.4	0	0	0	0	0	0
RP11-344N10.2	0	0	0	0	0	0
RP11-344N10.5	44	33	29	35	40	27
NUDT13	127	80	45	107	57	122
RP11-152N13.16	32	37	10	20	29	38
ECD	848	800	459	573	501	454
FAM149B1	434	487	440	501	471	509
DNAJC9	547	516	395	468	475	532
EIF4A2P2	33	52	20	41	41	32
MRPS16	1046	1151	933	1033	1016	932
DNAJC9-AS1	1	0	0	0	5	0
RP11-152N13.5	37	40	26	23	34	32
TTC18	33	15	6	10	6	13
RNU6-833P	2	0	0	0	0	0
ANXA7	511	757	355	397	355	359
RP11-537A6.9	0	1	0	0	0	1
RP11-345K20.2	20	35	24	25	33	24
MSS51	54	60	27	54	64	76
AL353731.1	0	0	0	0	0	0
PPP3CB	902	853	697	684	882	733
RP11-137L10.6	15	16	7	15	15	21
USP54	1276	1300	701	938	1068	819
RNU6-883P	0	1	0	0	1	1
RP11-137L10.5	1	0	1	0	0	1
RP11-464F9.20	11	11	10	16	14	22
RP11-464F9.22	18	17	6	17	16	12
MYOZ1	0	0	2	0	2	0
SYNPO2L	5	3	1	3	7	2
RP11-464F9.21	0	0	2	0	0	0
AGAP5	3	6	6	13	3	11
RP11-464F9.1	0	0	0	0	0	0
RP11-574K11.28	6	10	9	16	10	13
RP11-574K11.29	38	19	18	41	32	48
RNA5SP320	0	0	0	2	0	0
AC022400.1	13	7	1	8	7	18
BMS1P4	24	23	11	24	11	36
GLUD1P3	60	46	36	55	65	51
DUSP8P5	56	49	63	73	61	81
RP11-574K11.27	0	5	7	4	7	4
SEC24C	2227	2484	1940	1799	2198	1665
AC022400.2	0	1	0	0	1	1
FUT11	1013	707	521	1069	798	682
RMRPP1	0	0	0	0	0	0
CHCHD1	360	487	307	319	421	321
ZSWIM8	846	870	701	842	902	782
ZSWIM8-AS1	3	0	0	2	1	2
RP11-574K11.31	1	2	1	0	1	7
NDST2	19	20	8	16	14	15
CAMK2G	493	582	444	547	533	633
RP11-574K11.5	8	3	0	10	14	15
RP11-574K11.8	0	0	1	2	0	0
PLAU	15	21	24	40	73	51
C10orf55	0	0	0	0	0	0
VCL	6870	8011	4852	7636	5216	4819
RP11-417O11.5	0	0	0	1	0	0
RP11-178G16.4	86	104	77	83	73	58
RP11-178G16.5	72	97	66	72	76	58
AP3M1	1900	2277	1486	1397	1538	1425
ADK	415	542	350	334	342	347
TIMM9P1	10	18	13	15	16	10
RPSAP6	0	1	0	0	1	0
RAB5CP1	0	1	1	0	2	0
RP11-46O21.2	1	2	1	1	0	0
MRPL35P3	7	11	6	7	5	9
RP11-312P12.3	0	0	0	0	0	0
POLR3DP1	24	34	32	36	15	26
RP11-383B24.3	0	0	0	0	0	0
RP11-222G7.2	0	0	0	0	2	1
KAT6B	785	742	890	634	581	492
RP11-77G23.2	0	0	0	0	0	0
RP11-77G23.5	0	0	0	0	0	0
DUPD1	0	0	0	0	0	0
PPIAP13	2	7	1	1	1	1
DUSP13	0	0	0	1	0	1
SAMD8	1631	1710	1273	1735	1297	1416
RP11-487I5.4	0	0	0	0	0	0
AL392111.1	0	0	0	0	0	1
VDAC2	1106	1354	827	904	998	823
COMTD1	153	107	46	113	174	96
RPL39P25	0	0	0	0	0	0
ZNF503-AS1	1	1	0	0	0	0
HMGA1P5	0	0	0	0	0	0
RP11-399K21.11	2	0	0	0	0	0
RP11-399K21.5	0	0	0	0	0	0
SPA17P1	31	45	24	19	22	21
ZNF503	3137	2132	533	1156	2940	384
ZNF503-AS2	442	285	30	187	413	35
RP11-399K21.13	2	0	1	1	0	0
RP11-399K21.14	66	36	6	19	48	11
RP11-399K21.10	0	0	0	0	0	0
MIR606	0	0	0	0	0	0
C10orf11	211	38	1	26	16	1
RP11-310J24.3	0	0	0	0	0	0
RP11-367B6.2	0	0	0	0	0	0
AL731568.1	0	0	0	0	0	0
AC012047.1	0	0	0	0	0	0
RN7SL518P	0	0	0	0	0	0
RNU6-673P	0	0	0	0	0	0
RP11-369F10.2	0	0	0	0	0	0
RP11-325D15.2	0	0	0	0	0	0
ATP5G1P8	3	12	4	7	5	6
KCNMA1	12	19	34	30	23	41
RP11-443A13.5	0	0	0	0	1	0
RP11-180I22.2	0	0	0	0	0	0
RP11-328K22.1	0	0	0	0	0	0
RP11-619F23.2	0	0	1	0	0	0
COX6CP15	0	0	0	0	0	0
RNA5SP321	0	0	0	0	0	0
RP11-428P16.2	358	387	186	252	279	245
RNU6-1266P	0	0	0	0	0	0
RP13-39P12.2	52	71	94	75	64	73
RP13-39P12.3	7	6	10	13	5	18
DLG5	1177	1615	1923	1520	2050	1617
AL391421.1	0	0	1	2	1	1
RN7SL284P	0	0	0	0	0	0
DLG5-AS1	7	4	4	4	9	5
H2AFZP5	0	0	0	0	1	0
POLR3A	1369	1484	948	1151	1085	826
RPS24	4814	6077	4410	4243	4879	4423
GNAI2P2	0	0	0	0	0	1
LINC00856	1	0	0	0	0	0
LINC00595	0	0	0	0	1	0
RP11-90J7.2	0	0	0	0	2	0
RP11-90J7.4	0	0	0	0	0	0
SNORA71	0	0	0	0	0	0
RP11-31E13.2	0	0	0	0	0	0
AC074323.1	0	0	0	0	0	0
ZMIZ1-AS1	1	1	1	3	3	4
RP11-481G8.2	0	0	0	0	0	0
ZMIZ1	4767	4668	3171	3579	4733	2500
PPIF	1256	1460	837	1032	1394	807
ZCCHC24	80	129	103	99	208	95
RP11-342M3.5	0	0	0	1	0	0
TPRX1P1	0	0	0	0	0	0
RP11-342M3.1	0	0	0	0	0	0
AL133481.1	0	0	0	0	0	0
RP11-342M3.2	0	0	0	0	0	0
EIF5AL1	1612	2266	1188	1779	2052	1237
RP11-589B3.7	0	0	0	0	0	0
RPS12P18	2	0	0	0	0	0
SFTPA2	1	0	1	0	0	0
MBL3P	0	2	1	0	0	1
SFTPA3P	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0
RP11-589B3.6	1	1	0	0	0	0
RP11-506M13.3	22	23	9	18	20	20
RP11-119F19.2	50	44	36	47	38	47
RP11-182L21.5	3	3	0	5	1	5
BEND3P3	30	19	16	24	26	26
NUTM2B	55	61	61	46	76	39
RP11-773D16.1	37	43	24	22	22	30
RP11-182L21.6	105	103	117	105	122	84
NUTM2E	50	50	41	42	61	37
NPAP1P2	0	0	0	0	0	0
CTSLP6	0	0	1	0	0	2
PGGT1BP2	33	45	34	31	28	32
MBL1P	47	59	20	39	21	36
SFTPD	9	0	3	3	3	4
RP11-479O17.10	26	8	16	23	24	27
ZNRF2P3	0	0	0	0	0	0
RP11-479O17.7	0	0	0	0	0	1
RP11-369J21.11	0	0	0	0	0	0
C1DP3	0	0	0	0	1	0
C1DP2	3	1	1	0	0	3
C1DP4	1	0	0	0	0	1
TMEM254-AS1	36	60	26	20	19	19
TMEM254	1826	1543	852	1297	1136	984
RPL22P18	3	3	1	0	1	1
PLAC9	0	7	4	6	13	12
ANXA11	129	227	152	132	165	213
LINC00857	0	0	0	0	0	0
RPS12P2	0	0	0	0	0	0
RP11-40F6.1	0	0	0	0	0	0
EIF5AP4	776	1174	601	901	1054	624
AL359195.1	0	0	0	0	0	0
MAT1A	3	2	1	2	1	5
RP11-36D19.4	0	0	0	0	0	0
RP11-36D19.8	0	0	0	0	0	0
DYDC1	4	0	1	0	1	1
DYDC2	74	74	30	49	37	52
FAM213A	3719	3369	2167	2986	2661	2173
RP11-137H2.6	665	742	444	747	718	571
TSPAN14	5604	5259	4157	6236	5427	4180
RP11-137H2.4	1	0	1	1	2	0
SH2D4B	7	3	1	5	6	4
RP11-514F8.2	0	0	0	0	0	0
RPS7P9	0	0	0	1	0	0
RP11-20E23.1	0	0	0	0	0	0
FARSBP1	66	72	37	47	46	37
WARS2P1	0	0	0	0	0	0
RPA2P2	197	217	173	174	190	159
AL356154.1	0	0	0	0	0	0
NRG3	81	161	116	77	110	82
AL096864.1	0	0	0	0	0	0
RP11-202D18.2	0	0	0	0	0	0
NRG3-AS1	0	0	0	0	0	0
RNU6-441P	0	0	0	0	0	0
RNU6-478P	0	0	0	0	0	0
MARK2P15	0	0	0	0	0	0
AL356140.1	0	0	0	0	0	0
RP11-344L13.2	0	0	0	0	0	0
RP11-344L13.1	0	0	0	0	0	0
RNU6-129P	0	0	0	0	0	0
RP11-219F10.1	0	0	0	0	0	0
RNU1-65P	0	0	0	0	0	0
HMGN2P8	3	6	2	2	2	1
RP11-338I21.1	12	14	14	19	13	17
GHITM	2177	2637	1694	1789	1685	1191
C10orf99	0	0	0	0	0	0
CDHR1	769	1529	696	1063	951	2396
LRIT2	12	29	8	20	21	69
LRIT1	2	0	1	0	0	2
RGR	2	13	47	9	4	31
LINC00858	16	15	6	12	14	17
CCSER2	588	680	671	488	519	562
RPL12P29	0	1	0	0	1	0
TNPO1P1	223	254	166	170	138	136
CACYBPP1	0	0	0	0	0	1
RPS3AP5	2720	3992	2726	2353	3357	2406
AC091487.1	0	0	0	0	0	0
RP11-181F12.1	0	0	0	0	0	0
RP11-475D12.1	0	0	0	0	0	0
RP11-475D12.2	0	0	0	0	0	0
RP11-113E21.1	0	0	0	0	0	0
RNU6-325P	0	0	2	0	0	0
RN7SKP84	0	0	0	0	0	0
GRID1	211	96	74	191	277	189
RP11-93H12.2	0	0	0	0	0	0
RP11-93H12.4	0	0	0	0	0	0
RN7SKP238	0	0	0	0	0	0
RP11-93H12.3	0	0	0	0	0	0
RNA5SP322	0	0	0	0	0	0
MIR346	0	0	0	0	0	0
AL732479.1	0	0	0	0	0	0
WAPAL	1970	1981	1418	1425	1550	1166
RNU6-780P	0	0	1	0	0	1
RP11-77P6.2	65	64	83	87	59	112
RPL7AP8	0	0	1	1	1	1
OPN4	0	0	1	1	0	0
LDB3	68	78	18	30	41	39
RP11-359E3.4	58	63	35	76	54	48
BMPR1A	2479	1778	1230	1866	1465	1216
RP11-420K10.1	12	16	6	8	6	6
RNU1-19P	1	0	0	0	0	0
MMRN2	9	30	24	15	21	18
SNCG	7	55	65	26	23	48
ADIRF-AS1	10	11	0	30	0	13
ADIRF	0	0	0	0	0	0
RP11-96C23.15	0	0	0	0	0	0
RP11-96C23.5	0	0	0	0	0	0
BMS1P3	0	0	0	0	0	0
AGAP11	2	1	1	2	1	1
RP11-96C23.14	0	0	0	0	0	0
RP11-96C23.11	0	0	0	0	0	0
RP11-96C23.10	0	0	0	0	0	0
FAM25A	0	0	0	0	0	0
RP11-96C23.12	0	1	0	0	0	0
RNU6-529P	1	1	2	0	3	0
GLUD1	1716	2159	1241	1309	1855	993
FAM35A	452	469	324	386	425	342
RP11-96C23.9	3	1	0	1	2	2
RN7SL733P	0	0	0	0	0	0
NUTM2A-AS1	198	209	237	188	216	116
NUTM2A	67	94	60	63	74	33
LINC00863	185	192	163	148	174	120
NUTM2D	101	95	123	98	107	61
NPAP1P3	0	0	0	0	1	0
CTSLP1	0	0	0	0	0	1
LINC00864	0	0	0	0	0	0
RP11-399L7.3	1	2	3	4	7	4
MINPP1	2098	2099	1394	2130	1786	1320
RP11-57C13.4	0	0	0	0	0	0
RP11-57C13.6	0	0	0	0	0	0
RP11-57C13.3	0	0	0	0	0	1
RP11-57C13.5	0	0	0	0	1	0
PAPSS2	12	24	10	25	22	11
ATAD1	4111	3697	2150	3678	2402	2575
CFL1P1	13	32	13	18	25	16
RN7SL78P	0	0	0	0	0	0
KLLN	37	49	37	66	27	48
PTEN	656	723	736	593	751	516
RP11-380G5.2	3	1	1	3	3	8
RP11-380G5.3	809	1118	871	719	903	617
MED6P1	0	0	0	0	0	0
RNLS	0	0	0	0	0	0
LIPJ	0	0	0	0	0	0
RPL7P34	0	0	0	0	0	0
LIPF	0	0	0	0	0	0
RP11-186O14.7	0	0	0	0	0	0
LIPK	0	0	0	0	0	0
KRT8P38	0	0	0	0	0	0
LIPN	0	0	0	0	0	0
RCBTB2P1	18	13	2	8	9	2
LIPM	0	0	0	0	0	0
ANKRD22	0	0	0	0	0	0
PTCD2P2	0	0	0	0	0	0
STAMBPL1	69	69	57	57	72	46
ACTA2-AS1	3	3	3	2	0	3
ACTA2	112	242	234	174	73	170
FAS	243	385	155	381	153	314
RP11-399O19.9	9	16	4	17	4	12
MIR4679-2	0	0	0	0	0	0
RP11-341B24.3	70	61	30	49	34	43
CH25H	8	8	0	1	3	1
LIPA	2054	2412	1746	2086	1089	1992
AL353751.1	0	0	0	0	0	0
RP11-149I23.3	2	5	6	1	2	7
IFIT2	4	1	0	6	1	2
IFIT3	7	16	1	8	19	8
IFIT6P	0	0	0	0	0	0
IFIT1B	0	1	0	0	0	0
IFIT1	54	114	39	24	53	44
IFIT5	584	574	399	373	373	359
SLC16A12	0	0	0	0	2	0
RP11-168O10.6	0	0	0	0	0	0
PANK1	575	722	706	552	632	423
MIR107	0	0	0	0	0	0
RP11-80H5.5	0	0	0	0	0	0
RP11-80H5.2	0	1	0	1	1	1
RP11-80H5.6	0	1	1	0	0	2
RP11-80H5.9	11	7	6	7	4	6
RP11-80H5.7	6	3	7	7	2	5
KIF20B	1300	1431	791	1175	947	927
LINC00865	15	0	0	2	0	0
RP11-248C1.3	0	0	0	0	0	0
RP11-478K7.2	0	0	0	0	0	0
SNRPD2P1	490	637	445	510	625	481
RN7SKP143	0	0	0	0	0	0
RP11-15K3.1	0	0	0	0	0	0
RP11-94M14.2	0	0	0	0	0	0
RP11-94M14.3	0	0	0	0	0	0
HTR7	2	2	1	3	0	1
RPP30	748	624	425	527	565	518
ANKRD1	2	1	2	2	4	7
RNU6-740P	0	0	0	0	0	0
RP11-236B18.2	0	0	0	0	0	0
RP11-236B18.5	0	0	0	0	1	0
LINC00502	0	0	0	0	0	0
DDX18P6	67	79	65	75	66	57
RP11-56M3.1	0	2	0	1	0	0
PCGF5	259	267	232	231	227	236
HECTD2	752	880	2197	692	871	1763
RP11-108M11.3	0	0	2	0	0	0
RPS27P1	0	0	0	0	0	0
PPP1R3C	115	45	199	122	5	167
GAPDHP28	0	0	0	0	0	0
FAF2P1	238	156	111	172	134	151
TNKS2-AS1	5	13	8	2	3	5
TNKS2	2886	2764	1960	2558	2229	2249
SRP9P1	1206	1538	1159	1060	1408	884
FGFBP3	21951	31457	32632	40661	11795	35114
RP11-402D21.2	12	13	10	11	3	14
BTAF1	3742	3531	2402	4636	1829	5792
CPEB3	18	27	48	22	26	33
SDHCP2	43	50	25	33	40	29
EIF4A1P8	2	2	0	2	1	2
AL158040.1	0	0	0	0	0	0
CPEB3_ribozyme	0	0	0	0	0	0
NHP2P1	269	359	234	298	316	208
MARCH5	1303	1280	889	1075	1105	879
MARK2P9	8	6	3	5	3	0
AL161652.1	0	0	0	0	0	0
IDE	1244	1454	857	1079	1087	854
KIF11	2944	2861	1834	2051	2312	1831
RP11-366I13.3	17	29	23	23	25	17
RN7SL644P	0	0	1	1	0	0
EIF2S2P3	188	233	113	190	165	109
HHEX	0	0	0	1	0	0
EXOC6	545	645	383	376	372	387
RP11-477L16.2	0	0	0	0	0	0
RP11-348J12.2	0	1	0	0	0	0
CYP26C1	3	4	0	1	4	0
CYP26A1	8	11	7	2	6	1
NIP7P1	0	0	0	0	0	0
XRCC6P1	915	1068	539	651	664	535
RP11-624L12.1	87	79	101	70	105	61
MYOF	36	46	0	49	3	6
CEP55	458	564	340	477	407	403
RNA5SP323	6	2	3	3	1	5
FFAR4	0	1	0	0	1	0
RBP4	19	8	0	7	8	1
AL356214.1	0	0	0	0	0	0
PDE6C	13	5	8	3	12	17
FRA10AC1	322	311	263	322	253	341
LGI1	16	601	15	45	168	135
RAB11AP1	75	94	61	65	78	55
SLC35G1	418	462	275	426	318	315
PIPSL	1329	1688	1018	1081	1289	832
PLCE1	276	220	247	231	238	261
RNY4P26	0	0	0	3	0	0
RP11-429H9.4	0	0	0	0	0	1
RP11-162K11.4	0	0	0	0	0	0
HDAC1P1	44	64	37	24	34	32
RNU6-657P	0	0	0	0	0	0
RP11-391J2.3	0	0	0	0	0	0
PLCE1-AS1	1	1	1	1	1	0
RP11-76P2.4	0	1	1	0	1	1
NOC3L	1019	904	472	720	620	794
TBC1D12	266	297	233	199	251	184
HELLS	2001	1609	1416	1574	1771	1356
RP11-119K6.6	6	9	2	3	5	5
CTBP2P2	0	0	0	0	0	0
CYP2C18	0	0	0	0	1	0
CYP2C19	0	0	0	0	0	0
MTND4P19	0	0	0	0	0	0
CYP2C58P	0	0	0	0	0	0
RP11-400G3.3	0	0	1	0	0	0
CYP2C9	0	0	0	0	0	0
MTND4P20	0	0	0	0	0	0
CYP2C59P	0	0	0	0	0	0
CYP2C60P	0	0	0	0	0	0
RP11-208C17.4	0	0	0	0	0	0
CYP2C8	0	0	1	0	0	0
RP11-310E22.5	0	0	0	0	0	0
PAWRP1	0	0	0	0	0	0
C10orf129	0	0	0	1	0	0
RP11-310E22.4	0	0	0	0	0	0
PDLIM1	161	148	167	152	173	184
SORBS1	154	292	131	251	177	177
RP11-7D5.2	5	4	2	2	4	3
ALDH18A1	9901	9675	4775	9097	6287	6610
TCTN3	2803	2929	1728	2477	2331	2396
ENTPD1	1384	1290	1018	1227	1099	1344
ENTPD1-AS1	47	38	21	28	28	41
RP11-429G19.3	0	0	0	0	1	0
RP11-248J23.7	0	0	0	0	0	0
C10orf131	4	7	6	5	8	3
RP11-248J23.6	1	0	0	0	0	0
CC2D2B	2	1	2	0	3	0
RP11-690P14.4	0	0	0	0	0	0
RP11-248J23.5	1	0	0	0	1	0
CCNJ	1744	1688	1496	1438	1558	1133
MIR3157	0	0	0	1	0	0
RNU6-271P	0	0	0	0	0	0
ZNF518A	1436	1160	1173	1160	1410	1362
NPM1P25	83	96	60	77	77	49
BLNK	1	0	1	0	0	0
RP11-35J23.1	0	0	0	0	0	0
DNTT	0	0	0	0	0	0
OPALIN	0	5	0	0	6	1
TLL2	244	108	51	197	806	74
TM9SF3	11313	9615	6005	9528	7505	6442
NPM1P26	111	145	59	82	80	80
PIK3AP1	116	86	37	62	115	50
RNA5SP324	0	0	0	0	0	0
RP11-34E5.4	0	0	1	0	0	0
RNU6-1274P	0	0	0	0	0	0
RPL13AP5	11996	16453	16166	12284	19212	10322
MIR607	0	0	0	0	0	0
LCOR	1071	1111	1047	959	1013	1075
HMGN2P35	0	0	0	0	0	0
AL162502.1	0	0	0	0	0	0
C10orf12	166	201	117	175	105	158
RP11-175O19.4	217	250	217	200	295	152
ARHGAP19-SLIT1	9	10	5	8	9	12
SLIT1	173	302	54	142	51	73
RP11-453E2.2	0	1	0	1	0	0
ARHGAP19	887	1054	779	759	703	796
RP11-375N9.2	0	0	0	0	0	0
RP11-452K12.3	0	0	0	0	0	0
FRAT1	6	23	35	7	12	4
FRAT2	83	112	128	91	112	47
RP11-452K12.4	3	2	1	0	3	1
RRP12	1288	1360	678	1061	1035	737
RP11-452K12.6	0	0	0	1	0	0
RP11-452K12.7	9	1	1	5	7	3
AL355490.1	2	1	0	3	0	2
PGAM1	2204	3050	1508	2081	2421	1682
EXOSC1	271	342	219	302	312	334
ZDHHC16	796	820	527	669	760	563
MMS19	1357	1622	821	1221	1290	1374
AL355490.2	0	0	0	0	0	1
UBTD1	86	172	82	106	165	74
ANKRD2	1	0	0	1	1	0
HOGA1	2	2	2	0	6	0
PI4K2A	505	530	275	324	377	212
C10orf62	0	0	0	0	0	0
MORN4	471	532	290	451	412	452
AVPI1	29	52	29	43	19	29
MARVELD1	992	1343	394	1502	1444	821
ZFYVE27	1362	1200	1029	1322	1217	1188
SFRP5	1	1	1	1	7	2
LINC00866	0	0	0	0	0	0
GOLGA7B	27	6	3	10	21	8
CRTAC1	354	78	15	359	250	106
AL139239.1	0	0	0	0	0	0
R3HCC1L	478	529	306	423	329	345
LOXL4	82	72	26	61	11	129
RP11-34A14.3	1	0	1	2	0	2
PYROXD2	79	59	18	43	28	44
MIR1287	0	0	0	0	0	0
HPS1	508	604	517	489	325	486
MIR4685	1	0	2	0	2	0
HPSE2	1	0	0	0	0	0
ARL5AP2	20	30	34	24	22	16
RPL7P36	1	1	0	1	0	0
CNNM1	461	182	10	232	77	102
GOT1	760	966	434	562	535	465
RP11-441O15.3	48	67	34	85	41	107
RP11-129J12.2	0	0	0	0	0	0
RP11-129J12.1	0	0	0	0	0	0
NKX2-3	0	0	0	0	0	0
SLC25A28	323	377	255	354	470	462
RP11-85A1.3	3	1	6	1	5	6
RP11-483F11.7	6	2	2	0	2	2
ENTPD7	946	615	453	545	532	344
EBAG9P1	12	12	8	12	11	9
CUTC	223	199	115	171	155	186
COX15	1254	1175	771	907	891	828
ABCC2	23	44	15	15	210	45
NANOGP6	0	1	0	0	0	0
DNMBP	591	933	409	528	478	421
DNMBP-AS1	0	0	0	0	1	0
CPN1	0	0	0	0	0	0
TPM4P1	1	1	0	0	0	1
RP11-316M21.9	0	0	0	0	0	0
ERLIN1	2999	3064	1672	2850	2505	2571
CHUK	654	651	450	560	502	582
RP11-316M21.7	27	8	23	17	33	21
RP11-316M21.6	5	6	3	5	3	1
CWF19L1	489	559	302	401	425	328
PHBP9	45	40	39	40	60	36
RNU6-422P	0	0	0	0	0	0
BLOC1S2	342	540	433	455	439	427
PKD2L1	1	5	0	1	3	3
RP11-34D15.2	1	1	0	0	1	0
SCD	35936	33428	24022	39225	25730	32677
AL139819.1	0	0	0	0	0	0
LINC00263	195	298	141	382	223	415
RP11-285F16.1	4	2	4	3	9	6
WNT8B	3	9	1	0	3	7
SEC31B	529	411	352	487	445	815
NDUFB8	438	598	405	408	501	527
HIF1AN	1745	1746	1219	1635	1593	1617
PAX2	1771	554	111	411	1840	84
RP11-179B2.2	7	9	11	12	1	1
FAM178A	1571	1540	895	1107	1240	1098
RP11-108L7.14	1	2	0	1	0	1
MRPL43	450	590	347	426	589	400
SEMA4G	242	206	206	236	306	234
MIR608	0	0	0	0	0	0
RP11-108L7.4	1	2	1	3	3	3
C10orf2	466	471	248	356	436	230
LZTS2	1496	1671	1430	1640	2147	1565
PDZD7	4	2	8	2	0	7
SFXN3	26	14	14	12	32	22
RP11-108L7.15	30	29	27	41	22	45
KAZALD1	35	30	24	34	44	19
TLX1NB	0	0	0	0	0	0
HUG1	0	0	0	0	0	0
TLX1	15	5	1	2	4	2
RP11-31L23.3	0	0	0	0	0	0
RP11-324L3.1	0	0	0	0	0	0
RP11-324L3.5	0	0	0	0	0	0
LBX1	1	10	77	10	2	1
LBX1-AS1	2	9	21	10	5	1
RP11-107I14.4	0	0	0	0	0	0
RNU2-43P	0	0	0	0	0	0
RP11-107I14.2	0	0	0	0	0	0
RP11-107I14.5	0	0	0	0	0	0
BTRC	844	870	607	647	753	489
RNU2-59P	13	15	7	19	10	12
DPCD	317	444	183	225	307	246
POLL	385	413	333	378	472	364
MIR3158-2	0	0	0	0	0	0
FBXW4	542	360	29	303	604	90
RNU6-1165P	1	1	0	0	1	2
RP11-190J1.3	8	6	0	4	7	0
FGF8	7430	3467	33	3372	11428	722
NPM3	829	880	188	432	1058	354
MGEA5	5619	5217	3182	4167	4588	4382
KCNIP2-AS1	5	6	4	7	9	9
KCNIP2	298	215	44	179	172	189
C10orf76	514	634	404	427	470	454
HPS6	287	420	258	292	309	183
RP11-302K17.3	1	1	3	1	1	0
RP11-302K17.4	0	0	0	0	0	2
LDB1	1574	1638	1319	1443	1967	1577
PPRC1	2027	2085	1221	1840	1786	1405
NOLC1	4147	4676	2486	3302	3065	2608
ELOVL3	2	3	0	6	2	3
PITX3	0	0	0	1	0	0
GBF1	1387	1476	1033	1108	1427	991
AL160011.1	0	0	0	0	0	0
NFKB2	460	461	362	527	359	424
PSD	523	701	421	479	379	824
FBXL15	194	268	207	209	278	187
CUEDC2	664	942	666	648	776	630
MIR146B	0	0	0	0	0	0
RP11-18I14.10	135	77	60	144	81	122
C10orf95	2	4	4	5	5	1
TMEM180	482	228	260	542	361	491
ACTR1A	1965	2507	1588	1620	1965	1480
RP11-18I14.11	0	0	0	0	0	0
SUFU	816	870	1051	723	917	604
RN7SL21P	1	1	0	2	0	2
RP11-170J3.2	2	0	2	2	0	4
RNU6-43P	0	0	0	0	0	0
RP11-47A8.5	127	133	343	133	257	108
TRIM8	790	956	1998	746	1394	669
ARL3	672	764	729	473	858	501
SFXN2	654	808	824	589	629	709
WBP1L	1204	986	800	711	964	585
RNU6-1231P	1	0	0	0	0	0
CYP17A1	0	0	1	0	1	1
CYP17A1-AS1	0	0	0	0	1	0
PFN1P11	1	1	1	3	2	3
PTGES3P4	138	163	109	145	172	96
C10orf32	232	318	299	241	239	232
C10orf32-ASMT	0	0	0	0	0	0
RNU6-372P	1	0	3	1	3	2
AS3MT	1	6	10	8	5	10
RP11-753C18.8	1	0	0	0	1	0
RP11-724N1.1	1	1	2	0	1	1
CNNM2	1134	926	847	1241	743	909
NT5C2	294	324	235	275	297	300
RP11-332O19.2	0	0	0	0	0	0
MARCKSL1P1	2	1	0	1	0	0
ST13P13	83	115	81	66	87	62
RPEL1	72	119	73	87	87	73
INA	2547	1778	1562	1524	2875	842
PCGF6	260	338	259	249	259	217
RNU11-3P	0	0	0	0	1	0
TAF5	433	429	304	305	351	274
USMG5	147	186	109	120	149	118
MIR1307	0	0	0	0	0	0
PDCD11	3627	3946	2333	3367	2586	2571
CALHM2	110	94	55	84	89	79
RP11-225H22.7	0	0	0	0	0	0
RP11-225H22.4	0	0	0	0	1	0
CALHM1	1	2	0	2	1	1
CALHM3	0	0	0	0	0	0
RP11-225H22.5	0	0	0	0	0	0
NEURL1	62	38	20	30	73	19
RP11-416N2.3	0	0	0	0	0	0
SH3PXD2A	1825	1356	269	844	1579	562
RP11-416N2.4	9	6	2	6	7	7
RP11-541N10.3	29	32	26	25	25	36
OBFC1	97	164	98	70	107	103
SLK	2281	2168	1111	1556	1329	1090
RN7SL524P	0	1	1	0	1	0
